datetime,date,hour,daynight,habitat,temp_c,rh_pct,dew_point_c
2026-06-08 02:40:00,2026-06-08,2,night,pasture,16.1,100.0,16.1
2026-06-08 02:50:00,2026-06-08,2,night,pasture,16.2,100.0,16.2
2026-06-08 03:00:00,2026-06-08,3,night,pasture,16.1,100.0,16.1
2026-06-08 03:10:00,2026-06-08,3,night,pasture,16.0,100.0,16.0
2026-06-08 03:20:00,2026-06-08,3,night,pasture,15.9,100.0,15.9
2026-06-08 03:30:00,2026-06-08,3,night,pasture,15.7,100.0,15.7
2026-06-08 03:40:00,2026-06-08,3,night,pasture,15.8,100.0,15.8
2026-06-08 03:50:00,2026-06-08,3,night,pasture,15.6,100.0,15.6
2026-06-08 04:00:00,2026-06-08,4,night,pasture,15.5,100.0,15.5
2026-06-08 04:10:00,2026-06-08,4,night,pasture,15.5,100.0,15.5
2026-06-08 04:20:00,2026-06-08,4,night,pasture,15.4,100.0,15.4
2026-06-08 04:30:00,2026-06-08,4,night,pasture,15.5,100.0,15.5
2026-06-08 04:40:00,2026-06-08,4,night,pasture,15.5,100.0,15.5
2026-06-08 04:50:00,2026-06-08,4,night,pasture,15.5,100.0,15.5
2026-06-08 05:00:00,2026-06-08,5,night,pasture,15.4,100.0,15.4
2026-06-08 05:10:00,2026-06-08,5,night,pasture,15.4,100.0,15.4
2026-06-08 05:20:00,2026-06-08,5,night,pasture,15.5,100.0,15.5
2026-06-08 05:30:00,2026-06-08,5,night,pasture,15.5,100.0,15.5
2026-06-08 05:40:00,2026-06-08,5,night,pasture,15.4,100.0,15.4
2026-06-08 05:50:00,2026-06-08,5,night,pasture,15.4,100.0,15.4
2026-06-08 06:00:00,2026-06-08,6,day,pasture,15.4,100.0,15.4
2026-06-08 06:10:00,2026-06-08,6,day,pasture,15.5,100.0,15.5
2026-06-08 06:20:00,2026-06-08,6,day,pasture,15.5,100.0,15.5
2026-06-08 06:30:00,2026-06-08,6,day,pasture,15.6,100.0,15.6
2026-06-08 06:40:00,2026-06-08,6,day,pasture,15.7,100.0,15.7
2026-06-08 06:50:00,2026-06-08,6,day,pasture,15.7,100.0,15.7
2026-06-08 07:00:00,2026-06-08,7,day,pasture,15.8,100.0,15.8
2026-06-08 07:10:00,2026-06-08,7,day,pasture,15.8,100.0,15.8
2026-06-08 07:20:00,2026-06-08,7,day,pasture,15.9,100.0,15.9
2026-06-08 07:30:00,2026-06-08,7,day,pasture,16.1,100.0,16.1
2026-06-08 07:40:00,2026-06-08,7,day,pasture,16.2,100.0,16.2
2026-06-08 07:50:00,2026-06-08,7,day,pasture,16.6,100.0,16.6
2026-06-08 08:00:00,2026-06-08,8,day,pasture,16.7,100.0,16.7
2026-06-08 08:10:00,2026-06-08,8,day,pasture,17.3,100.0,17.3
2026-06-08 08:20:00,2026-06-08,8,day,pasture,17.7,100.0,17.7
2026-06-08 08:30:00,2026-06-08,8,day,pasture,17.8,100.0,17.8
2026-06-08 08:40:00,2026-06-08,8,day,pasture,18.4,100.0,18.4
2026-06-08 08:50:00,2026-06-08,8,day,pasture,18.8,98.8,18.6
2026-06-08 09:00:00,2026-06-08,9,day,pasture,19.2,95.4,18.4
2026-06-08 09:10:00,2026-06-08,9,day,pasture,19.5,92.0,18.2
2026-06-08 09:20:00,2026-06-08,9,day,pasture,19.8,89.3,18.0
2026-06-08 09:30:00,2026-06-08,9,day,pasture,20.2,88.4,18.2
2026-06-08 09:40:00,2026-06-08,9,day,pasture,20.2,88.6,18.3
2026-06-08 09:50:00,2026-06-08,9,day,pasture,24.0,99.3,23.9
2026-06-08 10:00:00,2026-06-08,10,day,pasture,24.0,84.5,21.2
2026-06-08 10:10:00,2026-06-08,10,day,pasture,23.8,86.1,21.4
2026-06-08 10:20:00,2026-06-08,10,day,pasture,24.4,91.4,22.9
2026-06-08 10:30:00,2026-06-08,10,day,pasture,24.5,92.4,23.2
2026-06-08 10:40:00,2026-06-08,10,day,pasture,23.3,86.1,20.8
2026-06-08 10:50:00,2026-06-08,10,day,pasture,21.6,87.7,19.4
2026-06-08 11:00:00,2026-06-08,11,day,pasture,20.8,90.5,19.2
2026-06-08 11:10:00,2026-06-08,11,day,pasture,20.4,92.2,19.1
2026-06-08 11:20:00,2026-06-08,11,day,pasture,20.3,93.3,19.1
2026-06-08 11:30:00,2026-06-08,11,day,pasture,20.1,94.0,19.1
2026-06-08 11:40:00,2026-06-08,11,day,pasture,20.0,94.6,19.1
2026-06-08 11:50:00,2026-06-08,11,day,pasture,21.1,98.9,21.0
2026-06-08 12:00:00,2026-06-08,12,day,pasture,21.9,98.7,21.7
2026-06-08 12:10:00,2026-06-08,12,day,pasture,22.3,99.6,22.3
2026-06-08 12:20:00,2026-06-08,12,day,pasture,22.4,99.9,22.4
2026-06-08 12:30:00,2026-06-08,12,day,pasture,22.6,100.0,22.6
2026-06-08 12:40:00,2026-06-08,12,day,pasture,22.9,100.0,22.9
2026-06-08 12:50:00,2026-06-08,12,day,pasture,23.2,100.0,23.2
2026-06-08 13:00:00,2026-06-08,13,day,pasture,23.3,100.0,23.3
2026-06-08 13:10:00,2026-06-08,13,day,pasture,23.2,100.0,23.2
2026-06-08 13:20:00,2026-06-08,13,day,pasture,23.2,99.9,23.2
2026-06-08 13:30:00,2026-06-08,13,day,pasture,23.3,99.8,23.3
2026-06-08 13:40:00,2026-06-08,13,day,pasture,24.5,81.3,21.1
